text,pos,neg,distance
한 순간에 장문인 내 새끼에서 혼원단 도둑으로 몰린 김청명,4,2,2
하늘 같이 높지만 어린 대선배가 꼬부랑 후배에게 하는 꼴이란...,3,1,2
선 리플 선좋아요 후 감상 조하,1,2,-1
화산 살리고 빨아먹기ㅋㅋㅋ 이게 뭔데 그래서ㅋㅋ,2,1,1
아 진동룡 청명이 연극 강제 동참된거 개웃기네ㅋㅋㅋㅋ,16639,64,16575
축구보다 왔으면 개추,2,1,1
전형적인 사기꾼인 청명 ㄷㄷ,3,1,2
아 청명이 요즘 왤케 잘생겼냐ㅠㅠ리코팀 작화 폼 미침,8,8,0
그 장면에서 멈춘 사람 나와,18,14,4
왜 다섯알에서 눈물 흘리는데ㅋㅋㅋㅋㅋ,3,1,2
청명이 넘 귀여워ㅠㅜ,4,1,3
청명아.. 왜케 귀엽냐....하 진짜 저게 어케 80살임...,272,3,269
장문인이 밟고가라 할 때 진짜 밟진 않을까 3초정도 걱정했다미안하다 청명아,32,12,20
할배야 왜 너가 무너뜨리고 몰라.. 왜..,3,1,2
혼원단에 잘생겨지는 기능도 있나봄 혼원단 먹으니까 안 일그러지네,2,1,1
이야 청명이 근육 기가막히네(╭￣3￣)╭♡,4,1,3
청명ㅋㅋ 겁나 뻔뻔하네 다 때려부셔놓고ㅋㅋㄱㄲㅋㅋㅋ,4,1,3
김청명 이럴때만 연기 잘하지ㅋㅋㅋㅋ,3,1,2
아따 마 거지아저씨 열심히도 오셨구마잉,4,1,3
청명이 뮤지컬 잘하신다,4,1,3
아이고.. 방금 갔는데..,3,1,2
청명아 그런 눈빛으로 혼원단 더 달라고 하면 100알도 더 줄 수 있다,16,11,5
청명이 ㅈㄴ 잘생겻다,4,2,2
1분도 안지났는데 댓글 20개 이게 화산귀환이다,2,2,0
복근 후욱후욱 김청명 후욱,4,2,2
떳다 드디어ㅓ,2,1,1
흉부가 기가막혀,4,1,3
떴다,2,1,1
김청명 복근 미쳤다.ㄷㄷㄷ,9,10,-1
존잼,2,1,1
? 별점 무슨일?,2,1,1
와청명아섹시하다,8,12,-4
냠냠냠 쿠키사라지는 소리,0,1,-1
아아아아ㅏ 드디어!!!!!!!!,3,2,1
아직안봄(아직안봄),3,2,1
청명이처럼 날아왔습니다,7,11,-4
김청명 ㅈㄴ 섹시..,8,11,-3
나는 화산신룡 청명이왜 내얼굴이랑 똑같이 생겼지?,1,12,-11
존잼,3,2,1
와우,4,1,3
잘보겟슴다!,3,1,2
오늘도 재밌어요!!!👍👍👍❤️❤️❤️❤️,3,2,1
1,4,2,2
안봤는데 개꿀잼 ㅋㅋ,3,2,1
오늘도 잘 보겠습니다!,4,1,3
오,4,1,3
오셨습니까 매화검존,0,0,0
청명이 복근 맜있다...,0,0,0
재경 아저씨가 최고야,0,0,0
재경각주 현영이 청명 아끼는 모습을 계속 보면서 점점 과거 사형들이 아끼고 사랑했던 청명 모습 생각하니까 조금 아른거리네...물론 전 사형들이 청명에게 해준 것보다 더한 사랑을 주는건 맞지만 점점 플래그같아서 좀 뭔가 불안하기도 하고...,0,0,0
아..혼원단과 비결 같이있었구나..,0,0,0
그래 니 근육 미쳤다,0,0,0
아니요 장로님? 눈에넣으면 뒤지게 아플거같아요..,0,0,0
청명도사 짱~,0,0,0
백천 존나 잘생겼다,0,0,0
아 걍 상황이 개웃김 ㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ,3,0,3
감사합니다,1,0,1
오공이냐?,0,0,0
혼원단 먹는 장면... 하관만 보고도 인물을 구분할 수 있는 작화라서 너무 좋다,2,0,2
"돈장로는 말을 뱉어대고 밉상이었는데, 인성 개쩌름!!",1,0,1
눈에 넣어도 안아프긴 개뿔 걍 실명하겠네ㅋㅋ,2,0,2
777,0,0,0
이때는 혼원단 먹으면 세지는 줄 알았지 그냥 비타민일 줄은 꿈에도 몰랐네,1,0,1
잘봤습니다,0,0,0
신발이며 윗옷은 항상 걸레가 되는데 왜 바지는 멀쩡한거냐!!,1,0,1
도핑이네,0,0,0
장로님이 청명이 무지 좋아하넼ㅋㅋㅋ 그럼 그렇겠지 ㅋㅋㅋㅋㅋ 돈을 행운을 불러다 주는뎈ㅋㅋㅋ,0,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋ 장문인.....예전 마음 되찾자!! 돈 많아졌다고 그래도 되는겨!! ㅋㅋㅋㅋㅋㅋ,1,0,1
운석이냐 ㅋㅋㅋ,1,0,1
혼원단 색깔 그냥 빨간색인거 너무 아쉽다 오색빛이었으면 뭔가 더 멋있었을거 같은데 ㅠ,1,0,1
아웃겨 무슨 운공하다가 전각을 날려먹냐고ㅋㅋㅋㅋ ㅋㅋㅋ,1,0,1
코믹과 진지를 자유롭게 넘나들며 심금을 울리는 스토리와 작화. 감탄스럽다. 현 시점 최고의 웹툰이 아닐까👍,1,0,1
키야,0,0,0
더 근육빵빵이 되었구만,0,0,0
장문인은 바지 장문인이야 재경각주가 실세인가ㅋㅋㅋㅋ,0,0,0
저거 먹으면 비염도 사라지나?,0,0,0
잠만요,0,0,0
와 미친,0,0,0
집이 무너질정돈데 바지 튼튼한거보소?ㅋㅋㅋ,0,0,0
눈에 넣으면 아플텐데.. 심지어 그게 화산광견 김청명이니깐 더더욱 아플텐데..... 각오해야할텐데........아파뒤질텐데.........후회할텐데...........,0,0,0
청명이 근육간지,0,0,0
내가 아는 청명 인성이라면 이미 한두개는 먹었고 몇개는 빼놨을듯,0,0,0
빨리 자소단 먹고 회춘하는거 보고싶다,0,0,0
안경할배는 진짜 개패고싶노 ㅋㅋ,0,1,-1
드래곤볼에 손오공인 줄 알았어요,0,0,0
와 나 윤종 눈 뜬거 처음봐,0,0,0
환골탈태?,0,0,0
카카로트?,0,0,0
눈에 넣어도 안 아플 내새끼.. ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
우어어억 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
초화산언인,0,0,0
라~젱~카~ 둔둔,0,0,0
재경각주 화내는거 나만 귀엽노,0,0,0
어라 개이 름이,0,0,0
이야 이와중에 바지는 멀쩡한데 다야몬드 를 농축시켜서 만든거야 모야ㅋㅋㅋㅋ,0,0,0
하나 더 먹여~,0,0,0
레벨업!,0,0,0
혼원단 먹고나서 장면이 왤케 테라 광고같냐,1,0,1
이래서 보@약이 위험합니다,1,0,1
효과 진짜 좋네,0,0,0
재경각주 진짴ㅋㅋㅋㅋ 너무 웃겨,0,0,0
보고있나 허경영,1,0,1
캬 ㅋㅋㅋ,0,0,0
도래곤볼 나온쥴,0,0,0
윤종 동공 저정도면 점 아니냐,1,0,1
초사이아인,0,0,0
환골탈태?,0,0,0
나 청명인데 나랑 사귈사람,0,2,-2
와! 장문인 새집!,0,0,0
천명아 마지막에 흉부 진짜 뭐니.. 고맙다....,1,0,1
스타크래프트 테란기지 : (청명)업그레이드 컨트롤~ 띠딕,0,0,0
근데 막컷 원래 소설에서는 아무것도 안걸친 상태여서 이설이가 하나 걸쳐주는거였음ㅋㅋㅋㅋ,0,1,-1
등선하는줄,1,0,1
청명이의 몸 체형:흉부가 기가막형,0,1,-1
저 굴리게 생겼네ㅋㅋ,0,1,-1
근데 청명이는 왜 무슨 단만 먹으면 공중에 떠?,1,1,0
초사이언,0,1,-1
최고,1,1,0
소화 다아 됐어요오~~,2,0,2
얘는 진짜 운기조식도 집 뿌셔가면서 하는구나...,3,0,3
개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹시하네 개섹,3,0,3
이편 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,1
초사이언이되었네,0,0,0
슈퍼사이어인 등장,0,0,0
손오공???,0,0,0
이야 개간지 나네 멎지다,1,0,1
지난번에 100년된 설매단먹고도 그랬는데 200년이면 얼마나 맛있을까?,1,0,1
초 사이어인 된 줄 ㅋㅋㅋ,0,0,0
"25 , 120",0,0,0
어후.. 몸매가,2,0,2
장문인 점점 귀여워지시네 ㅋ ㅋ,1,1,0
초사이언,1,0,1
혼원단 섭취 예시를 백천 말고 유이설로 해주지,2,0,2
청명이가 토르가 됩습니다!!,0,0,0
아니 장문인 ㅋㅋㅋㅋㅋㅋㅋ,1,0,1
아 나 근데 장문인 왜케 귀엽냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,1
"이런거 보면 화산 장로들 참 착함. 거지꼴 다된 화산 자기 희생하며 지킬부터 그렇지만, 애들을 위해서 나름 전설이라면 전설의 영약을 주는게 착하네요.",1,0,1
이거 소설로 볼 때 웃겼는데 웹툰으로 보니까 더 웃기네ㅋㅋㅋㅋㅋㅋㅋ,2,0,2
실눈떴다,0,0,0
ㅋㅋㅋㅌㅌ,0,0,0
중간에 눈 안 뜬줄..,0,0,0
보니까 혼원단 먹고 노페물 나온 것도 표현했네;;,0,0,0
새집 생기는건 좋을지도 ㅋㅋㅋㅋ,0,0,0
청명이 등선하는 줄ㅋㅋㅋㅋㅋㅋㅋ,2,0,2
왜...바지는 안찢어지죠,3,0,3
드래곤볼 ~~~ 찾아나서자~~~~~~~ 🎵,0,0,0
벌크업 하고 오셨네,1,0,1
아니 청명이 왜 벌크업 됬냐곸ㅋㄲ,0,0,0
아니 장문인 전각 터졋을때 다른애들 다 널브러져있는데 이설이만 혼자 쪼끄맣게 서있는거 왜 아무도 언급 안해 ㅋㅋㅋㅋㅋㅋㅋ 아 귀여워ㅠㅠ,5,0,5
청명이이이이 진화아아아아,0,0,0
오기조워어어어어어어어언!!!!!!!!@! 크으으으으으ㅡ으으으으으으응 이거쥐이아이이이ㅣ이이이이이이이이!!!,1,0,1
슈퍼샤이어인이 생각난 사람은 나뿐이었을까?,0,0,0
청명 근육이 좀 과하게 펌핑 된거같은데,0,0,0
3시간...,0,0,0
.............ㅁㅏㅇㅑㄱ.....?,0,0,0
사정이 있으시면 왜 휴재하는지 말이라도 하시지 왜 미움을 사시는지..,3,5,-2
작가 왜하냐? ㅋㅋ 어짜피 다 있는내용 쳐 그리는거면서 ㅉㅉ 밥먹듯 휴재하네,3,12,-9
오늘 돈미새아저씨가 한건햇다잉,2,0,2
내일 동시에 2개올라오나???,0,0,0
이젠 휴재 공지도 사라짐?,2,2,0
만화그리기 싫으면 때려쳐라,2,9,-7
오늘 온다매 23시59분에올라고?,21,10,11
근데 미리보기가 있는데 휴재는 뭐냐 올린건 다 보여주고 가든가,7,9,-2
오늘 안옴?,36,5,31
님들아 무슨일임? 댓글에 설명좀 해주셈,1,0,1
비가가 소설 개망친 결과 리코팀도 답없다 판단하고 적당히 돈벌다 웹툰 유기할거임ㅋㅋㅋㅋㅋ그정도로 지금 원작 전개가 ㅈ망함,0,1,-1
휴.. 내일 출근 두ㅔ졌다..,0,0,0
대부분 모르겠지.. 소설이 뒤로 갈수록.. 지금껏 다뤄온 웹툰 내용이 10분에1도 시작안한 앞부분이라는걸... 날릴건 다 날려야함.. 10년 연제해도 이속도면... 휴제 합치고 하면.. 20년은 할듯?,3,1,2
그거 뽕 먹은거지?뽕먹고 초사이어인 됐어...,0,0,0
https://www.instagram.com/_sky_towel?igshid=OGQ5ZDc2ODk2ZA==환승연애ㅈ문가 하늘타올 https://instagram.com/jiyeoun1111?igshid=OGQ5ZDc2ODk2ZA== 환승이 애슥모,0,1,-1
휴재를 하면 유료를 풀어야지 ㅉ,6,13,-7
erfesrwe,0,0,0
휴재 일주일이 1달같음,4,1,3
1일남앟다,0,0,0
혼원단 먹은 백천 너무 잘생겼당..,0,0,0
"""오늘의 딸감""",1,6,-5
적당히 질질끌자,4,12,-8
오기조원이 초절정이 아니라 화경이라잖아,1,0,1
미친 소설 보러가야겠다.. 하루컷 해버렸네...,6,0,6
리코팀때매 국어 수행 오늘까진데 하나도 못햇잔아요.. 다 님들 때문이라고.. 나 어떡해..,7,0,7
아니 청명 이 미친 광견아ㅋㅎㅋㅎ,0,0,0
다음화 언제 나와?? 왜 안나오지??,2,0,2
진짜 현영 장로 너무나도 극 호감이야...,4,0,4
야 너 때깔좋다?,1,0,1
언제 복귀하나요..? 벌써 1년 지난거같은데,5,0,5
앜ㅋㅋㅋㅋ 이번 화 진심 웃기네 ㅋㅋㅋㅋ 장문인이 표정이 제일 웃김ㅋㅋㅋㅋ,1,0,1
잘갔다오세요..안돼.. 내 몇없는 도파민제가..,2,0,2
그럼 이제 얼마전 맞다이 떴던 장문인보다 쎄겠자,2,0,2
화산귀환 한국 드라마에 나왔으면 좋겠다!,3,4,-1
진짜 연출 보면 소설 본게 후회 되기도 하고 근데 또 스토리상 몇몇 스킵 되는 거 보면 보길 잘한 거 같기도 하고..,0,0,0
두번째 눈 찾을라고 다시 올라갔다,0,0,0
여러분 그거 알아요? 유료 회차 기준 당보 나오기까지 얼마 안 남았어요!,52,5,47
구칠이 까먹지않기 기원1일차(자료 2화),2,0,2
쑈 / 패 / 잔 / 뵤 / 독왕 .. 이 온다,5,0,5
하 윤종이만 중간에 눈크기다른게 신경쓰임내 최애한테왜그래,3,0,3
깔@롱🥰쌈@뽕🥵했다,0,7,-7
왜 시험날 인데,4,0,4
오색빚 신기허내,1,0,1
아놔 왜이리웃겨ㅋㅋ,1,0,1
작가의말 술을얼마나 드셨으면 오타가...너무....,2,1,1
음..소설 읽고 온 사람인데 눈물이 나네,3,0,3
하온이가 이걸 미리봤나 하온이느낌이나,0,0,0
휴재 ㅠㅠ,1,0,1
보니까 휴재네ㅅㅂ,0,0,0
휴재해도 괜찮아요 힘들어서 쉬겠다는데!!!! 우리 리코팀이 힘들어서 쉬겠다는데!!! 나의 천사가 쉬겠다는데 휴재해도 조금만 참으면 더 고퀄인 화귀가 나올거에요 아마도……….........................…아마도 리코팀 사랑해요 화귀 만들어줘서. 정말 고마워요,13,7,6
엌? ?? 휴재??? 업로드날이 내 생일이라 좋아했는데ㅜㅠㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 으억 ㅠㅠㅠㅠ ㅠㅠㅠㅠ ㅜ,3,1,2
휴재라는거 보고 청명처럼 달려옴,2,0,2
화귀 못봐서 힘이안남.....,7,0,7
소설은 망했지만 웹툰은버텨주길,9,3,6
1주일마다 공짜로 보는데 고작 1주 쉬었다고 뭐라하는 사람들은 뭐임?;;,15,6,9
나도 혼원단 먹고싶다,3,0,3
편히 쉬다 오세요 ㅎㅎ 아쉽넹 ㅠㅠ,4,0,4
나의낙이..그래도 힘들시다면 제대로 쉬고오세요!소설 어케보는지 알고 소설보러가겠습니다 안녕히게세요~,1,0,1
오늘만 기다렷는대 왜쉬어,2,2,0
걍 작가님들 쉬고 싶으실 때 쉬십쇼괜히 무리하셨다간 몇달간 못보는 것 보단 나아요,33,1,32
저어기 전독시 웹소설 가봐라 휴재하면 독자들 오히려 좋아한다,15,3,12
또쉬네,0,15,-15
휴재...시무룩하다,11,1,10
.......................................................................................................................,0,0,0
휴재를 완결인줄알고 깜짝놀랐잖아횰,11,0,11
왜 휴재죠 와이,4,1,3
형 난 이것만 기다려왔는데,0,1,-1
장문인 깜찍,2,0,2
초초사이언!!!,1,1,0
초사이언인줄,1,0,1
북해빙궁편은 반년정도 걸리겠는데요,3,0,3
미리보기가 4개가 있는데 다음화는 왜 한주 건너 뛰는겨,14,3,11
휴재요? 네? 아니죠? ㅇ..왜요?,3,1,2
아아아ㅏㅇ 이 명작이 휴재라뇨 요즘 현생이 바빠서 못챙겨 봤다가 여유 있어서 관심 웹툰 들어가니 휴재라고만 나와 있고 ㅠㅠ,3,1,2
내가 먹고 싶었던건 달디단 혼원단혼원단~ 이야~~,1,1,0
소설보다 웹툰보면 진짜 리코팀 대단하다고 느끼는데.. 내가 죽을때까지 이 소설 완결이 날꺼싶다..ㅠㅠ,3,1,2
현영장로님 너무 감동임ㅜㅜㅠㅠ,0,0,0
화산귀환 팬덤이 왜 욕쳐먹고 역겨운지 알겠네 ㅋㅋㅋㅋ 억빠 진짜,5,3,2
?,0,0,0
ㅇㄴ휴재할 수 잇지;;; 다음 에피가 곧 나오니까 재정비한다잔아요 너그럽게 좀 봐줄 수 잇지 않나요 돈 내는것도 아니고 무료로 보시는거자나요..,7,7,0
휴재 끝날때까지 숨참는중(1일차),0,4,-4
제발 제발 제발웹툰은 어마어마한 각색으로 파워밸런스 맞추고 경지의 차등도 좀 두고 삐까의 개억지 스토리 전개도 해결했으면 합니다 해남편 전부터 불안하더니 해남편 이후로는 더 거지같을 수가 없는 수준입니다,11,11,0
솔직히 낙은 맞는데 기ㅎ이처럼 2주에 한번 휴재 하는것도 아니고 처음 휴재 하는데 다들 너그럽게 생각해줘라,7,2,5
갑자기 휴재라뇨 내 유일한 1주일중 낙인데,3,2,1
슈퍼싸이아인!!!,0,0,0
걍 이참에 타플랫폼 처럼 싹다 유료로 돌렸으면 좋겠네 가격은 그대로 대여에서 영구로 바꾸고 그래야 공짜로 쳐 보는게 얼마나 개꿀이었는지 잘 알지 공짜 좋아하는 인간들이 갑질하는거 꼴보기 싫네 에휴,10,16,-6
갑자기 휴재?,1,0,1
비가는 아직도 달팽이 기어가는 속도록 2000회를 향해 글을 늘여가며 쓰고 있고... 소설 150여 회 내용으로 전개하는 웹툰은 재 정비 휴재라... 나 죽기 전에 이 웹툰은 절대 안 끝나겠다는 거로군. 그냥 소설 공짜로 읽으세요. 800회까지는 읽을만 합니다.,8,12,-4
"""청명아 쉬지말거라...""",3,1,2
I'll be back next week🥰🏃‍♀️,0,0,0
수요일이라 미친 개 마냥 달려왔지만 휴재였던,14,7,7
이미 소설로 있는내용 그대로 쳐그리면서 뭔 휴재를 하고자빠졌냐 ㅋㅋㅉㅉ,10,39,-29
마치 드래곤볼에 초사이언 변했을 때의 느낌인가,0,0,0
뭔 이유도없이 휴재여 설명이라도 해주쇼 좀,10,6,4
다시봐도 이 웹툰 ㅈㄴ 명작이다 작가님 사랑합니다....ㅠㅠ,12,0,12
윤종이 혼자서 눈이 너무 작아요,1,1,0
다음 휴재가 진짜 중요하다 일단 재미있는 부분이 있기도 하다만 그후에 몰려올 노잼은 어찌 못한다 소설 읽은분이나 소설에 달린 댓글들을 보면 중간에 하차한 사람이 많다 난 내용 조금 각색하거나 편집 혹은 저런 휴재를 통해 계획하는게 참 잘한것 같다 역시 탑급을 달리는 웹툰 답다,9,12,-3
청명이랑 같이 먹을 쿠키 다 구웠는데.......ㅅ#,3,0,3
환골탈태 인가,0,0,0
무협지를 보면 삼호취정 오기조원 이라는 경지가 나오기는 합니다만 다필요없고 겁나 쎄진다는거게지요?,1,1,0
여기에도 욕심쟁이 카카가 온거야?,0,0,0
근데 진짜 왜 미리보기가 있는데 무료분을 한 주 휴재하고 가는거야 왜?? 진짜 왜?? 진짜 몰라서 그럼,9,3,6
댓글에 뭐 작가 돈 걱정을 왜 하냐니 돈이 되야 연재를 계속 하는건데 생각이 거기까지 안 이어지는거임? 그냥 1차원적으로 만화 안나오네? 열받네? 에서 멈추니까 그런 결론이 나오는거임,2,3,-1
어이가 없네 진짜 ㅋㅋ 이게 맞는거지 뭔,0,2,-2
재정비 사간,0,0,0
재정비 한 주 가지는 건 좋은데 미리보기 있음에도 불구하고 무료분 안 푸는 건 배짱 부리기야? 오늘 휴재인 격기 3반도 무료 분은 푸는데,27,14,13
슈퍼샤이아인?,1,0,1
앗 휴재ㅜㅜ,0,1,-1
혼원단을 작가님 드려야할거같은데..ㅠ,6,8,-2
초사이어인이네~~,0,1,-1
아 다 봐버렷네..,0,1,-1
아 휴재라니;;;;;;;,1,1,0
작가님 아프지 마요 ㅠ,0,1,-1
한주만 휴재해 주셔요작가님들 얼마나 힘드시면 건강 관리 잘하셔요 ♡♡♡,1,1,0
음..영약 먹고 싶은사람?..,0,1,-1
장문인 애들이 죽을지도 모르는 곳에 가는데 나중에 다치는 애들 걱정?? 제정신인가!!,0,2,-2
왜 드래곤볼 생각이 나지...,0,1,-1
허허 세상이 무너지는구나 쿠키를 구워도 볼수없다니,1,1,0
세상이 멈춘 머시깽이..,0,0,0
이거 3년돼서 겨우 혼원단 먹은 직후 스토리까지 왔는데 앞으로 50년은 지나야 완결나겠네,7,2,5
무료로 보는 새끼들이 징징대는거 개멍청해보이네 ㅋㅋㅋㅋㅋ,0,5,-5
작가들 휴재할때마다 네이버에서 벌금 청구해라 ㅉㅉ일주일에 한번인데 휴재를 한다?ㅋㅋㅋㅋㅋㅋㅋㅋ 완전 이거 독자 기만 아니냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,17,-15
제가 몰라서 그런데.. 미리보기가 있던데 그거 올려주시면 안되는건지..,16,10,6
진짜 좋은 직업임 ㅋㅋ 지 쉬고 싶을때 휴재 딱지 하나 붙이고 놀러가면 되니 ㅋㄱㄱㄱㄱㅋㅋㅋ,5,11,-6
이 정도면 새로 태어난거야,1,1,0
안돼ㅠㅠ,2,1,1
연재 재개한지 뭐 얼마됐다고 휴재냐,15,11,4
청명이 등짝을 보자,0,1,-1
휴가 갔나보네 ㅋㅋ,10,15,-5
주식은 오를때 불타는거야 청명이는 무조건 오르는 종목이거든,1,1,0
한주 기다려 자슥들아,8,9,-1
이퀄리티를 공짜로 보면서 말이 많노ㅋ,17,24,-7
시험일주일전이니까 공부나하라는 뜻으로 받아드리겠습니다,18,11,7
진짜 화산귀환 내 인생 웹툰!!,6,2,4
이놈들아 좀 찾아보고 뭐라그래라 이번편 작가의 말에 이유 써있잖아,7,1,6
그럼 굽신굽신 아이고 이래야하냐 사정이 있을수도있지 너무 야박하다..그래서 미리보기가 없다고요? 어? 말이 됩니까?ㅋㅋㅋㅋㄱ4,5,8,-3
아니 네 명 눈동자 크기 차이 실화냐 팀 리코 진짜 외모지상주의같으니,0,1,-1
야 뭔데 니맘대로 휴재내냐?,2,17,-15
10개월 쉬고 왔고 원작 각색 없이 그대로 가고 템포도 느긋하게 느릿느릿 빼는데 펑크내고 사정이나 이유도 사과도 없이 양해바랍니다는 아무리 봐도 소비자를 개돼지로 밖에는 안보는거 같음,10,18,-8
양해부탁드립니다 띡하고 써놓으면 장땡인가,2,7,-5
쿠키 3개여도 재미가 좀 시들해져도 의리로 봤는데 이젠 결제안하면 되지머. 소비자대로 행동하면됨 뭘 욕하고그럼,7,4,3
.,0,0,0
막컷 드래곤볼에서 본 구도와 장면같은데,1,0,1
장문인 넘기자. ㅋㅋ,1,0,1
얼척없네작가가 잘못이아니라 이건 네이버가 잘못이지,4,9,-5
아니 작가님 휴재는 반칙이에요,2,9,-7
휴재일때 미리보기 왜 안푸는지 이해 안가면 개추,849,66,783
화귀 테러당함?? 어디 좌표찍혔나 별거 아닌 댓글에도 싫어요가 왤케많어,8,8,0
"근데 처음 미리보기라는게 네이버에 생겼을땐, 작가들이 개인사정으로 휴재를 내야 할때 작품이 펑크나지 않도록 미리 원고를 확보해 둔다는 취지였음. 실제로 그래서 미리보기 시행한지 얼마되지 않았을땐 휴재와 관계없이 미리보기 회차들은 업로드가 됨. 그래서 어느 순간부터 휴재는 미리미리 원고 작업을 하지 않는 작가들의 상징 마냥 되버리기도 했음 (대표적으로 양x순). 근데 네이버가 언제부터 정책을 바꿨는지 아님 작가들이랑 대판 겨뤘는지, 언제부턴가는 미리보기가 있어도 휴재는 또 따로 있는 형태로 바뀜. 그러다보니 모양새가 오히려 이상해짐. 휴재라는건 작가의 개인 사정으로 발생하는 건데, 개인 사정과 무관하게 이미 결과물은 나와있으니까. 마치 결석할때를 대비해서 대리 출석해줄 사람을 구했는데, 막상 결석할때는 안쓰고 그냥 안 나가는 느낌. 예전의 미리보기는 소비자를 위하면서 네이버 수익도 올리는 상부상조 느낌이었는데, 이젠 그냥 단순 네이버 수익구조로 바뀌어버림.",143,22,121
헐 휴재네 이왕 이렇게 된거 정주행해야지,3,2,1
격3에 비하면 일주일 휴재는 선녀지,9,9,0
미리보기는 있는데 휴잰가? 모지?,8,7,1
"초심을 잃으면 안본다,,,,,",1,8,-7
옷 다 찢어먹은거 웃기네 ㅋㅋㄱㅋㄱㄱㄱㄱㄱ,0,0,0
휴재인건 알겠는데 미리보기안푸는건 ㅅㅂㅋㅋㅋㅋ,6,12,-6
왜 말도 없이 휴재냐,10,20,-10
미리보기가 휴재인데 왜 다음편은 안여는거지 ?,13,14,-1
휴재한다고 미리보기안푸는거 개에반데ㅋㅋ,18,16,2
미리보기가 있는데 왜 안 푸는 거냐?ㅋㅋㅋㅋㅋ,23,18,5
휴재라니..,1,9,-8
아 뭐야,0,2,-2
참 이런거보면 미리보기 원고의 의미가 옛날보다 많이 변질된것 같다. 작가님이 부득이하게 휴재를 하 실 경우 미리 그려둔 원고를 푸는게 당연시 여겨졌던 옛날과 달리 이제는 말 그대로 돈내고 미리 볼 수 있는 용도로 변질되어 버렸네. 새로운 방식으로 작가님들의 수익이 늘어나는거는 괜찮지만 아무래도 독자들도 사람인지라 미리 그려둔 원고가 있는거 뻔히 보이는데 안 푸는게 섭섭한거는 어쩔 수 가 없네.,45,18,27
두개 가져와라 갑자기 휴재낸거니깐,10,19,-9
휴가 어디로가시나요??,4,15,-11
갑자기 휴재?,3,13,-10
이학도 팀인데 밥먹듯이 쉰다 애교로 봐주자,1,14,-13
소설따라간다 ㅋㅋㅋ,9,15,-6
"화산귀환 독자들은 모른다. 이정도 휴재는 ""귀여운 수준"" 이랄까? 푸흣.. 이학에게 단련된 대깨학들에겐.. 그저 애교라고 이학 이 앙큼한 꼬맹이..",24,10,14
휴재라니!!!!!!!!!!!!,3,10,-7
헐~~~~갑지기 휴재라니..,1,1,0
전개 조올ㄹ라 질질 처끌고 분량도 개나줬고 이런데 휴재? 그냥 소설마냥 망했네,8,35,-27
휴 ㅈ ㅔ ㅠ,0,0,0
"여기도 ""이학"" 해버린거냐?",11,11,0
미리보기는 있는데 휴재라고?,26,10,16
여기도 소설따라. 가늗구먼 사전공지없이,5,17,-12
아니 뭐 혼자서 그리는것도 아니고 팀으로 활동 하시면서 펑크 나는게 맞나?..,14,15,-1
화산귀환을 볼 생각에 월요일 부터 들떠있었는데..크윽 휴재라니....으흑...,8,12,-4
휴재는 괜찮은데 미리보기 있는 상황에서 무료로 다음 화 보는 사람들 막아 버린 건 괘씸죄 맞는듯 ㅇㅇ,24,11,13
응 더 휴재해봐~ 쿠키 다처먹으면 그만이야~,0,2,-2
아니 이러면 미리보기를 하나 풀어야지 왜 연재가 아예 멈추는 거임? 쿠키쓰라는 거?,29,10,19
화산귀환초기:개쩌는짱짱맨화산귀환초중기:무력통치 화산귀환중기:화산신룡 화산귀환중후기:화산광견/혼원단 화산귀환현재:가랏 청명몬! (청명청명),0,2,-2
"담주에 두개 콜,",6,12,-6
